ques,label
社会 常态 抱抱 抱抱 抱抱 加油 陌生人,1
病毒 伪装,-1
李健 一首 城市之光 不是 红歌 表现 内心 力量 这是 一首 正 能量 歌曲 更是 一首 优美 歌曲,1
预约 明天 吸康 希诺,1
老师 辛苦,1
差别 希望 生意 照顾 董事长,-1
写,1
网上 求助 宠物 处理 掉,-1
支持,1
两天 班 办公楼 里 阳,-1
哈哈哈 哈哈哈,1
作文 见怪不怪,-1
牛牛,1
感谢 困难 日子 里 负重 前行 打不倒 强大 杨 小羊 医生 不见不散,1
微风 微风 微风,1
嫁,-1
复杂 检查 收费,-1
红十字,-1
第二条 化解 情况 轻症 挤兑 医院,-1
病人 好难 悲伤,-1
大学生 问题 炸 词条 还会,-1
方方 多有 内幕消息 医生 朋友 方方 普及 过张 院士 朋友 不靠 谱 对抗 疫 第一线 领导 教授 院士 一无所知,-1
干嘛 泪,-1
鼓掌,1
记录 历史 正 能量,1
直播 去年 年初 河北 湖北 武汉 伸出 援手 武汉大学 中南 医院 派出 整体 车载 方舱 驰援 河北 这是 湖北省 唯一 一台 车载 方舱 检查 人次 网友 湖北 挺 河北 行,1
冬日 过后 樱花 绽放 陈亚庆 病区 患者 减少 繁重 轻松 凯旋 日子 出发 陈亚庆 武汉 疫 线 奋战 天 辽宁省 第五批 援助 武汉 医疗队 一员 盘锦 辽油 宝石花 医院 同事 入驻 武汉 雷神山医院,1
不是 集中营,-1
上午 上海市 浙江省 援 沪 方舱医院 医疗队 血透 医疗队 送行 仪式 医疗队 衷心感谢 历时 余天 援 沪 工作 浙江省 援 沪 方舱医院 医疗队 余名 队员 收治 感染者 万余 亚 定点医院 收治 余人 浙江省 援 沪 血透 医疗队 名 队员 上海 医务人员 并肩作战 血透 服务 治疗 万余人次,1
热血 三联 老头,1
那种 发国难财 吃 血馒头 法律 想 踢 两脚,-1
平安 回家,1
祝愿 早日康复,1
妈恐 祝 肠 穿 肚烂 一辈子 无靠 司马 玩意,-1
满满 干货 未来 三个 起到 作用,1
同事 一针 疫苗 羊 发 烧 两天 第六天 做 抗原 转阴 尼玛 一脸 懵 逼,-1
加油,1
加油 加油 希望 醒来 治愈 越来越,1
劳动 拼搏 拼出来,1
蟑螂 见到 国旗 不去,-1
有意义 应援 心 辛苦,1
赞同 本来 好好 和谐 好玩 非要 显 高人一等 恶心,-1
我吐 快来 吃,-1
准备 应收 尽收 做 不到 应收 尽收,-1
致敬,1
苍生 大医 完整版 请 热爱 中华文明 朋友 全片 英雄 张伯礼 线 讲 卫校 毕业 努力学习 传统 中医 非典 时 偷偷 送 中药 病房 卫生局 批准 中医 介入 武汉 新冠时 中医药 独立 管理 方舱医院 穿插着 团队 致力于 中医药 现代化 种种 努力 煽情 踏实,1
医疗 人员 病号,-1
上机时间 约 分钟 快速 检测 叫停 小时 两 小时 内出 北京 卫生系统 内部 交流 介绍 经验,-1
福州 联通 快速 完成 仓山 第二座 方舱医院 通信 保障,1
不让 中央 督导组 一趟 反腐 监察委员,-1
总 有人 愿意 付出 心 平凡,1
辛苦 心 心 心 王凯 天使 护航,1
加油,1
心 心 心,1
硫酸 羟 氯喹 成份 氯喹 方舱医院 处方药 没有 药盒 包装 少 国外 常见 氯喹 配 锌片 药 中国 名字,-1
福州 联通 快速 完成 仓山 第二座 方舱医院 通信 保障,1
塞尔维亚 疫情 日记 新增 新冠 肺炎 确诊 病例 例 累计 确诊 病例 例 新增 例 死亡 病例 累计 死亡 病例 例 家长 确诊 感染 移送 方舱医院 治疗 孩子 年幼 无人 看护 贝尔格莱德 副 市长 说 贝市 开办 一家 小时 托儿所 患病 家长 免去 担心,-1
中餐厅 小俊要 上线 憧憬,1
渔村 不是 方舱医院 不是 火化 炉,-1
吊 胃口 期待,1
感染者 居家 时 注意事项 北京 佑 安 医院 感染 综合 科 主任医师 小汤山 方舱医院 医疗 专家 李侗 冰箱 低温 封闭 病毒 停留 时间 长 建议 感染者 不去 接触 冰箱 家人 准备 食物 做饭 痊愈 最好 冰箱 断电 冰箱 恢复 室温 状态 天,-1
好像 没什么 变化,-1
轻症 无症状 完全 居家 隔离 汗,-1
希望 赶快 码 开建 方舱医院 疫情 控制 转折点 此文 写得 太好了 真实 方舱 绝望 希望,1
想 问下 预约 开放 几点 关门,-1
加油,1
朱一龙 诚挚 热烈 谦逊 温和 公子 之貌 待人 君子 相处 世 朱一龙,1
最美 人间烟火 气 心,1
拜读 欣赏 佳作 老师 晚上,1
服 床褥 某种 渠道 上市 流通,-1
何队 好棒 鼓掌,1
加油,1
棒,1
美艳,1
本来 想 追 说完 瞬间 兴趣 国产 剧 能少 点儿 家长里短 婆婆妈妈 少 点儿 爱情 偶像 片,-1
晴天 见面,1
大爷 大妈 广场 舞刚 停 摊手,-1
希望 安排,1
抗击 新型 肺炎 跟着 张翰益 中国 加油 武汉 加油 加油,1
专家 说 的真,1
半夜 两点 一群 拉走 隔离 算 怎么回事 被拉去 大学 宿舍 男女 混住 算 怎么回事 老百姓 水深火热 不值一提,-1
真不知道 放开 学校 怎么办,-1
厉害 广州市 越秀区 疫情 防控 完全 国家 隔离 居家 隔离 三天 不要 说 市民 没有 听 话 体谅 理解 国家 政策 遵守 笑话,-1
没有 基层 医护 情况 喊 没用 只会 压力 传导 责任 落实 不能,-1
美国 忙 中国 卖新冠 神药,0
武汉 再创 辉煌 人为 拼过 命 感动 骄傲,1
猛男 朱一龙 饰演 洪翼舟 迎难而上 惊心动魄 朱一龙 洪翼舟 朱一龙 柒拾 肆,1
中国 国家 动员 能力 民众 自觉性 全球 第一,1
雷 神山 建设者 过得 惨 快成 尚方户 真的 怕 国家 政府 国际 丢丑 监督 别干 丑事 堵 嘴 行不通,-1
加油 心,1
中国 眸冷骨累 王 马丁 传染 阻隔 率 推高到 惊人,1
武汉 瞒报 缺德 领导 疫情 发生 长 时间 万人宴 万人宴 小区 栋楼 栋楼 发热 判 死刑 便宜,-1
世界 没有 英雄 危难 时 挺身而出 凡人,1
加油,1
不是 做 核酸 真的 哭 医生 没有 核酸 报告 拒绝 孩子 转入 儿科 重症 监护室 抢救 转入 方舱 病房 医生 并未 恰当 治疗 婴儿 死亡 医疗事故 鉴定 医院 承担 次要 责任,-1
词是 考 政治 考 传播学 微笑,1
蝕蝕蝕 蝕 蝕 時 日晚 点 绥化 路 方舱医院 一车 养老院 老人 被拉到 隔离 这群 老人 毫无 自理能力 来到 护工 告知 护工 隔离 养病 不对 老人 护理 现场 大白 接到 车 老人 只能 安排 这群 老人 推 箱里 准备 入住 对不起,-1
朱一龙 说 浮生若梦 执念 深浅 相知 朱一龙,0
素颜 杨洋 帅 期待,1
中医,1
写 金融 写 经济 写 晦涩 难懂 完 这篇为 中医 洗地 拉 黑 完 骗子 怒骂,-1
带头 国家 唱反调 弱,-1
包吃包住 日薪 近日 上海 奉贤 急于 求职 包 微信群 得知 方舱医院 招工 包吃包住 工资 当包 转款 接送 费 上班 再也 经查 警方 目标 锁定 嫌疑人 陈某 发现 本市 被害人 微信 账号 转账 足够 证据 日前 警方 杨浦区 国顺 东路 一处 住宅 陈某 抓获,-1
症状 现象 无所不能 调皮捣蛋 可爱 爱 病毒 心 奥特曼 奥特曼 奥特曼 奥特曼 奥特曼 喵 喵 喜欢 不要 太 介意 奥特曼 奥特曼 奥特曼 奥特曼 奥特曼 心,1
滚滚 真 勤劳,1
关注 热点,1
同意 允悲 允悲,-1
王凯 天使 护航 王凯 天使 护航 致敬 一位 逆 行者 辛苦 心 心,1
感动 杭州 近日 浙江 杭州 南阳 街道 方舱医院 内暖心 一幕 市民 记录下来 民警 管亚飞 唐成江 疫苗 接种 现场 发现 一位 身形 瘦弱 双腿 残疾 男子 好心人 带来 接种 疫苗 行走 只能 坐在 台阶 二人 凳子 男子 扛起 来回 米 一路 抬至 医院 门口 好心人 男子 接上 二人 放心 回到 岗位 执勤,1
长新冠,1
驰援 广东 内地 核酸 检测 支援 队 近期 香港 新冠 肺炎 疫情 防控 形势严峻 国家 卫健委 组建 内地 核酸 检测 支援 队 内地 方舱医院 支援 队 赴 香港 工作 协助 香港特区政府 抗击 疫情 下午 内地 核酸 检测 支援 队 名 先遣队 队员 下榻 酒店 香港 各界 热烈欢迎,1
汗 床位 剩余 数量 微博上 好多 叫苦连天 太惨,-1
我国 方舱 医院 收治 轻症 人员 群众 完全 意义 方舱 实际上 目标 建筑 解决 问题,1
爱,1
大庆 大同 检察,0
江西 鹰潭 方舱 隔离 条件 堪忧 说 一点 哆 梦 害怕 哆 梦 害怕 哆 梦 害怕,-1
谢谢 谢谢你们,1
准备 仓促 条件 差 不要 外面 隔离 在家 隔离 行 泪,-1
山西省 死亡 人数,-1
瞎 造谣 添乱 人真 讨厌,-1
这才 核酸 花钱 方舱医院 封控 成本 医护人员 多发 点钱,-1
王凯 天使 护航 天使 护航 员 王凯 王凯 用心 声调 讲述 雷神山医院 建设者 故事 武汉 加油 王凯 超话,1
希望 三亚 防疫 早日 常态 化,1
中医 信 我家 小孩 变异性 咳嗽 哮喘 儿童医院 呼吸科 医生 说 不能治愈 长期 用药 控制 一年 药 停 稍微 感冒 发作 有名 中医 说 根治 不要 再用 药 糖 皮 激素类 吃 开 中药 膏方后 感冒 没有 发作,-1
冬日 暖阳 夏日 月光 秋日 私语 春花 怒放 喜欢 朱一龙 朱一龙 捌陆,1
肺 红 心 理解 坚持 信心 问题 隔离 点 没有 医生 国家 不停 增援 几天 火神 山 雷 神山 方舱医院 慢慢 收治 医院 慢慢 痊愈 空出 床位 居民 心 慢慢 平静 工作 越来越 做 多一点 信心,1
锅 允悲,-1
致敬,1
厉害 冠县,1
古有 君子 如竹 不刚 不柔 高风亮节 今有 青年 如竹 勇立 潮头 方显 担当 肖战 温柔 坚定 厚积 薄发 未来 期,1
谢谢 孙女 护士 近日 武汉 雷神山医院 一位 岁 老人 出院 前 表达 护士 感谢 老人 激动 说道 感谢 所有人 孙女 护士 老人 忍不住 哽咽 潸然泪下 忘记 护士 纷纷 喊 爷爷 祝您健康 长寿,1
深刻,1
除夕 中秋 国庆 遇 中秋 方舱医院 武汉 体育中心 首次 恢复 对外开放 运动场 约 满 当日 万名 游客 黄鹤楼 登高望远 网友 云 守护 元气 恢复 武汉 活力 满满 祝福 武汉 祝福 祖国,1
王凯 天使 护航 云 守护 抗疫 必胜 心 心,1
欢迎 回家,1
晚香 迷人 兀自 绽放 暗 夜晚 香 层次 香 送给 故事 白马王子 朱一龙 太帅 朱一龙,1
平凡 英雄 从来不 简单 奋不顾身 甘愿 舍生取义 黄明昊 疫情 辛勤 付出 英雄 怀 崇高 敬意,1
平凡 创造 奇迹 英雄 出自 民间 青年 演员 黄明昊 火神山雷神山 医院 建设者 致以 崇高 敬意,1
点 渔夫 之宝 不是,-1
二哈,1
轻症 收费 重症 免费 有效 避免 医疗 挤兑 万一 选择 硬 扛,-1
秘鲁 站 吐 这算 份儿 笑话,-1
棒 棒 解封 期待 喵 喵,1
没有 建造 火神山雷神山 医院 工人 欢送 仪式 没有 医护人员 接受 湖北 欢呼 鲜花 本次 抗疫 最大 失误 本来 全国 万众一心 众志成城 战胜 病毒 团结 撕裂,0
上海市 仁济 医院 负责管理 周浦 方舱 管理混乱 监护 不力 导致 无症状 进 方舱 天后 进 最终 死亡 请 相关 部门 严查 家属 说法 拳头 拳头 拳头,-1
方舱医院 做 志愿者 丫 泗县 蚌埠 考试 回不去 好烦 想 入仓 做 志愿者,-1
追随 昆虫 作者 昆虫学家 法布尔 忠实 昆虫学 知识 昆虫 大自然 热爱 杭州 校园 里 旅游 时 观察 昆虫 本书 带领 身边 缺少美 缺少 生命 律动 作者 观察 讲解 重拾 童心 丰富 昆虫学 知识 收获 自然 生活 热爱,1
教师 致敬,1
两万 医生 护士 精英 聚集 武汉,1
抗击 新型 肺炎 跟着 张翰益 給力 給力 給力 給力,1
顶顶,1
估计 焚化炉 倍,-1
高考 发挥 不错 想 回报 社会 湖北 高考 成绩 此前 备受 关注 武汉 方舱医院 备考 女孩 黄玉 婷 发挥 不错 女孩 艺术 生 方舱医院 治疗 经历 填报 师范 专业 说 方舱医院 最想 感谢 一位 警察 哥哥,1
飒,1
真闲,-1
上海 基层干部 执行 抗疫 防疫 政策 荒腔 走板 小区 居委会 牛 逼 方舱医院 权威性 不认 核酸 检测 应绿码 通行 建议 彻查,-1
守候 温暖 依旧 通宵达旦 奋战 一线 白衣天使 听党 指挥 火速 增援 子弟兵 争分夺秒 鏖战 火神 山 雷神山医院 建设者 星夜 驰援 护送 医疗队 物资 坚守 逆行 默默 坚守 筑起 疫情 防控 阻击战 坚强 防线 致敬 沙画 张庆恒 抗击,1
痛心 一路 走 泪,-1
中国 中华儿女 家 不是 外国人 殖民地 家 不能 做主 坚决 反对,-1
眼见 不能 全 信 耳闻 不能 半信,-1
可笑,-1
干 不行 吃饭 第一名,-1
感恩,1
有人 十条 经验 全国 一级 响应 两山 医院 方舱医院 全国 医护 紧急 驰援 全民 戴 口罩 疫情 控制 医疗 救治 我国 抗击 新冠 疫情 表现 令人惊叹 恰当 宏观政策 防控 策略 医务 工作者 奉献 全 社会 全国 努力 疫情 防控 成果 中国 新冠 肺炎 治愈率 高,1
哈哈 妈妈 说话 可爱,1
老婆婆 说 坐下 爬 爬不起来 允悲,-1
广州 疫情 防控 埋雷 有能力 排查 干净 赶紧 处理 非法 移民 问题,-1
暴露 智商 允悲 允悲 允悲,-1
感谢 心,1
赵 天宇 开 跑,1
估计 改成 方舱医院 空调 排水系统 修改 算是 挺 工程 不是 负压 做 培养皿,-1
中国 加油,1
感染 几次 阳性 感染者 不用 治 公司 药都 不用 吃 说 消毒 机能 治新冠 阳性 感染者 拉 方舱医院 目的 不是 治疗 隔离,-1
期待 杨洋,1
民众 配合 政府 很快 微风,1
早点 下水道 消毒 医生 发表 大面积 感染 下水道 情况 感染 自来水,-1
雷 神山 真的 辛苦 代表 好多 汗水,1
不太懂 健康 个体 为啥 跑 方舱 里,-1
谢谢你们,1
湾湾 多久 建起 大规模 隔离 医院 医护 允悲 光靠 嘴炮 演播室 里 瞎 比比 建不起 医院 哈哈 允悲,-1
期待,1
遇事 抢建 方舱医院 地方 支援 综合 最好 办法 平时 储备 花钱 很难 保证质量 打开 仓库 一看 生锈,-1
希望 部门 最终 调查结果 初步 调查 情况 调查 医生 没有 核酸 报告 拒绝 孩子 转入 儿科 重症 监护室 抢救 转入 方舱 病房 医生 并未 恰当 治疗 婴儿 死亡 医疗事故 鉴定 医院 承担 次要 责任,-1
医院 医护 瞎,-1
生 不对 死不起,-1
黑龙江 加油 扛 住,1
阳性 没有 隐私权 邻居 网民 曝 明明 概率 没有 生命危险 病程 免疫力 撑 没有 资格 拒绝 治疗 愿不愿意 床位 超级 紧张 医院 几千 床位 没有 隔离 抢饭 洗澡 宛如 住 通铺 方舱 选择,-1
建议 提倡 功夫 好好 休息,-1
年底 反复 发烧 七天 跪,-1
内心 黑暗 东西 眼里 笔下 温暖 阳光 正 能量 方方,1
致敬 致敬 欢迎 英雄 回家,1
全国 抗疫 局面 湖北省 武汉市 领导 不该 问责 杀一儆百 平民愤 以谢 天下 苍生,-1
为啥 备孕 不能 疫苗,-1
乌克兰 难民营,-1
感谢 这场 战疫 平凡 太 感动 小心 心 小心 心 小心 心,1
丢人 宁可 丢 不顾 台湾省 百姓 死活,-1
仿佛 回到 去年 冬天 在家 办公 段时间 每天晚上 熬夜 看雷 神山 火神 山 建 医院 直播 呕泥 酱 叉 酱 没想到 一年,1
儿女 抛弃 老人 心中 真的 太难,-1
妈妈 节日快乐 致敬 坚守 湖北 一线 保卫 家乡 医务 工作者,1
欢迎 回来 吃火锅,1
欧诗漫 代言人 孟美岐 新 欧诗 漫美如 珍珠 感受 山支 大队 力们 温暖 爱 公益 融入 美岐 毕业 应援 环节 意义 非凡 可爱 一颗颗 发光 小星星 美岐 汇聚 点亮 璀璨 星空 心,1
没有 阻止 广场 舞 步伐 没有 打败 中国 乐观 李沁 正 能量 满满,0
创新 明星 郑 成林 郑 成林 中国电信 湖北 传输 局 技术 总监 疫情 期间 不畏艰险 赴 火神 山 雷神山医院 架起 生命 热线 助力 云 监工 直播 创举 利用 电信网 优大 数据 疫情 防控 全省 万 医护人员 通信 服务 感知 保障 抗疫 期间 湖北 电信网 优 名片,1
发钱 实在 好事 希望 推广 这才 核酸 花钱 方舱医院 封控 成本 医护人员 多发 点钱,-1
国家 出钱出力 援建 方舱 洗成 香港 专业 医疗 人员 吸取 国 经验 建造 做 垃圾,-1
辛苦,1
可爱 心,1
感染者 居家 时 注意事项 北京 佑 安 医院 感染 综合 科 主任医师 小汤山 方舱医院 医疗 专家 李侗 冰箱 低温 封闭 病毒 停留 时间 长 建议 感染者 不去 接触 冰箱 家人 准备 食物 做饭 痊愈 最好 冰箱 断电 冰箱 恢复 室温 状态 天,-1
广州 进 方舱 隔离 无症状 吃药 自愈 轻症 止咳 止咳 退热 退热 仅此而已,-1
这是 印度 方舱医院 好像 染上 印度 变异 病毒 中国 记者 最近 自愈,-1
方舱 火神山雷神山 并行不悖 建立 火神山雷神山 修好 转移 重症 正常 情况 弄 明白 就算 火神山雷神山 够 建 总 找个 地方 呆 十天,-1
湖北 武汉 山西省 支援 湖北 医疗队 三名 队员 绘制 漫画 引发 关注 写下 请战书 第一次 进舱 合影 医护人员 小姑娘 送上 生日 惊喜 送 患者 出院 深夜 护士 工作 身影 医护人员 练 太极拳 方舱 时期 医院 留下 太 难忘 瞬间 幅 漫画 记录 方舱医院 点滴,1
解封 消息 乌鲁木齐,-1
祸省 殃民 狗政,-1
崽 真的 超级 棒,1
胡锡进 胡说八道 脱离群众 不是 一天两天 本来 方舱 分流 准 定点医院 胡锡进 一顿 批 地方 方舱 下马 几天 某委 重提 方舱 折腾 尼玛 折腾 这才 可怕,-1
加油 武汉,1
感觉 集中营 方舱 疗养院 挤眼 嘻嘻,1
撞 爹 非 弄 废,-1
进一步 强化 省会 疫情 防控 力度 郑州 航空港 区 建设 张 床位 容纳 力 方舱医院 完成 具备 投入使用 条件 确保 一旦 发生 大规模 疫情 投入使用 收治 新冠 肺炎 轻症 患者 无症状 感染者,1
